"deal_id","stage_id","stage_name","deal_updated_ts"
232443,1,Lead Generation,2024-09-02 11:49:31.000
232443,2,Qualified lead,2024-09-20 11:49:31.000
232443,3,Needs Assessment,2024-10-04 11:49:31.000
232443,4,Proposal/Quote Preparation,2024-10-26 11:49:31.000
232443,5,Negotiation,2024-10-30 11:49:31.000
232443,6,Closing,2024-11-04 11:49:31.000
232443,8,Follow-up/Customer Success,2024-11-21 11:49:31.000
232443,9,Renewal/Expansion,2024-11-30 11:49:31.000
232729,1,Lead Generation,2024-03-27 05:27:57.000
232729,3,Needs Assessment,2024-04-14 05:27:57.000
232729,4,Proposal/Quote Preparation,2024-04-20 05:27:57.000
232729,5,Negotiation,2024-05-17 05:27:57.000
232997,1,Lead Generation,2024-04-28 23:01:15.000
232997,3,Needs Assessment,2024-05-25 23:01:15.000
232997,4,Proposal/Quote Preparation,2024-06-24 23:01:15.000
233317,1,Lead Generation,2024-06-03 17:32:54.000
233317,2,Qualified lead,2024-06-13 17:32:54.000
233317,3,Needs Assessment,2024-06-16 17:32:54.000
233317,5,Negotiation,2024-07-01 17:32:54.000
233317,7,Implementation/Onboarding,2024-07-30 17:32:54.000
233317,8,Follow-up/Customer Success,2024-08-19 17:32:54.000
233431,1,Lead Generation,2024-10-22 04:05:05.000
233431,2,Qualified lead,2024-11-10 04:05:05.000
233431,4,Proposal/Quote Preparation,2024-11-21 04:05:05.000
233431,8,Follow-up/Customer Success,2024-12-02 04:05:05.000
233522,1,Lead Generation,2024-10-06 05:22:33.000
233522,2,Qualified lead,2024-10-27 05:22:33.000
233522,7,Implementation/Onboarding,2024-11-03 05:22:33.000
233952,1,Lead Generation,2024-06-27 21:11:49.000
233952,2,Qualified lead,2024-07-08 21:11:49.000
233952,3,Needs Assessment,2024-08-04 21:11:49.000
233952,4,Proposal/Quote Preparation,2024-08-19 21:11:49.000
233952,5,Negotiation,2024-09-01 21:11:49.000
234100,1,Lead Generation,2024-06-26 08:22:02.000
234100,2,Qualified lead,2024-07-06 08:22:02.000
234100,3,Needs Assessment,2024-07-12 08:22:02.000
234100,4,Proposal/Quote Preparation,2024-07-30 08:22:02.000
234100,5,Negotiation,2024-08-08 08:22:02.000
234100,7,Implementation/Onboarding,2024-08-17 08:22:02.000
234100,8,Follow-up/Customer Success,2024-08-24 08:22:02.000
234802,1,Lead Generation,2024-08-10 21:26:04.000
234802,2,Qualified lead,2024-08-21 21:26:04.000
234802,3,Needs Assessment,2024-08-22 21:26:04.000
234802,4,Proposal/Quote Preparation,2024-08-24 21:26:04.000
235158,1,Lead Generation,2024-09-03 02:09:48.000
235158,4,Proposal/Quote Preparation,2024-09-07 02:09:48.000
235158,6,Closing,2024-09-14 02:09:48.000
235364,1,Lead Generation,2024-10-06 20:45:01.000
235364,2,Qualified lead,2024-10-19 20:45:01.000
235364,3,Needs Assessment,2024-11-11 20:45:01.000
236228,1,Lead Generation,2024-06-12 15:46:44.000
236228,2,Qualified lead,2024-07-01 15:46:44.000
236228,3,Needs Assessment,2024-07-05 15:46:44.000
236228,5,Negotiation,2024-07-19 15:46:44.000
236812,1,Lead Generation,2024-06-19 16:37:52.000
236812,2,Qualified lead,2024-07-11 16:37:52.000
236812,3,Needs Assessment,2024-07-30 16:37:52.000
236812,4,Proposal/Quote Preparation,2024-08-28 16:37:52.000
236812,7,Implementation/Onboarding,2024-09-21 16:37:52.000
236812,9,Renewal/Expansion,2024-10-02 16:37:52.000
237100,1,Lead Generation,2024-05-29 10:24:54.000
237100,3,Needs Assessment,2024-06-08 10:24:54.000
238398,1,Lead Generation,2024-04-29 07:36:22.000
238398,2,Qualified lead,2024-05-12 07:36:22.000
238398,3,Needs Assessment,2024-06-10 07:36:22.000
238398,9,Renewal/Expansion,2024-06-15 07:36:22.000
238580,1,Lead Generation,2024-08-17 22:14:19.000
238580,2,Qualified lead,2024-08-22 22:14:19.000
238580,4,Proposal/Quote Preparation,2024-08-27 22:14:19.000
238580,5,Negotiation,2024-09-24 22:14:19.000
238580,7,Implementation/Onboarding,2024-10-08 22:14:19.000
238586,1,Lead Generation,2024-05-29 20:43:55.000
238586,2,Qualified lead,2024-06-18 20:43:55.000
238586,3,Needs Assessment,2024-07-12 20:43:55.000
238670,1,Lead Generation,2024-08-30 02:36:16.000
238670,2,Qualified lead,2024-09-02 02:36:16.000
238670,4,Proposal/Quote Preparation,2024-09-28 02:36:16.000
238670,5,Negotiation,2024-10-05 02:36:16.000
238670,6,Closing,2024-10-27 02:36:16.000
238910,1,Lead Generation,2024-08-16 19:59:34.000
238910,3,Needs Assessment,2024-09-12 19:59:34.000
238910,4,Proposal/Quote Preparation,2024-09-18 19:59:34.000
238910,5,Negotiation,2024-10-15 19:59:34.000
238910,6,Closing,2024-11-12 19:59:34.000
238910,7,Implementation/Onboarding,2024-12-08 19:59:34.000
239047,1,Lead Generation,2024-09-07 07:46:29.000
239047,2,Qualified lead,2024-09-10 07:46:29.000
239047,4,Proposal/Quote Preparation,2024-09-29 07:46:29.000
239047,8,Follow-up/Customer Success,2024-09-30 07:46:29.000
239114,1,Lead Generation,2024-07-27 08:09:29.000
239114,2,Qualified lead,2024-08-18 08:09:29.000
239114,3,Needs Assessment,2024-09-06 08:09:29.000
239114,5,Negotiation,2024-09-18 08:09:29.000
239114,7,Implementation/Onboarding,2024-10-11 08:09:29.000
240415,1,Lead Generation,2024-06-29 06:14:11.000
240415,2,Qualified lead,2024-07-16 06:14:11.000
240415,3,Needs Assessment,2024-07-29 06:14:11.000
240415,6,Closing,2024-08-24 06:14:11.000
240415,9,Renewal/Expansion,2024-09-02 06:14:11.000
241125,1,Lead Generation,2024-06-23 16:39:32.000
241125,2,Qualified lead,2024-07-01 16:39:32.000
241125,7,Implementation/Onboarding,2024-07-14 16:39:32.000
241517,1,Lead Generation,2024-04-28 01:50:36.000
241517,3,Needs Assessment,2024-05-09 01:50:36.000
241517,4,Proposal/Quote Preparation,2024-05-29 01:50:36.000
241517,5,Negotiation,2024-06-20 01:50:36.000
241517,9,Renewal/Expansion,2024-06-22 01:50:36.000
242411,1,Lead Generation,2024-04-16 23:27:14.000
242411,2,Qualified lead,2024-04-27 23:27:14.000
242411,4,Proposal/Quote Preparation,2024-05-22 23:27:14.000
242411,5,Negotiation,2024-05-26 23:27:14.000
242411,7,Implementation/Onboarding,2024-06-03 23:27:14.000
242411,8,Follow-up/Customer Success,2024-06-19 23:27:14.000
243145,1,Lead Generation,2024-03-29 11:01:19.000
243145,2,Qualified lead,2024-03-31 11:01:19.000
243145,3,Needs Assessment,2024-04-04 11:01:19.000
243145,4,Proposal/Quote Preparation,2024-04-21 11:01:19.000
243145,5,Negotiation,2024-04-28 11:01:19.000
243145,6,Closing,2024-05-02 11:01:19.000
245208,1,Lead Generation,2024-06-15 18:40:58.000
245208,2,Qualified lead,2024-06-22 18:40:58.000
245208,8,Follow-up/Customer Success,2024-06-27 18:40:58.000
245222,1,Lead Generation,2024-07-21 16:45:34.000
245222,2,Qualified lead,2024-08-08 16:45:34.000
245222,4,Proposal/Quote Preparation,2024-08-26 16:45:34.000
245222,7,Implementation/Onboarding,2024-09-24 16:45:34.000
245222,8,Follow-up/Customer Success,2024-10-10 16:45:34.000
245485,1,Lead Generation,2024-05-12 12:53:14.000
245485,3,Needs Assessment,2024-06-11 12:53:14.000
245485,5,Negotiation,2024-06-24 12:53:14.000
246185,1,Lead Generation,2024-03-29 01:10:50.000
246185,2,Qualified lead,2024-04-26 01:10:50.000
246185,3,Needs Assessment,2024-05-24 01:10:50.000
246185,4,Proposal/Quote Preparation,2024-06-18 01:10:50.000
246185,6,Closing,2024-07-04 01:10:50.000
246539,1,Lead Generation,2024-08-28 18:51:34.000
246539,2,Qualified lead,2024-09-06 18:51:34.000
246539,3,Needs Assessment,2024-09-27 18:51:34.000
246539,5,Negotiation,2024-10-27 18:51:34.000
246539,6,Closing,2024-11-11 18:51:34.000
246539,8,Follow-up/Customer Success,2024-11-14 18:51:34.000
246936,1,Lead Generation,2024-10-14 21:13:50.000
246936,2,Qualified lead,2024-11-01 21:13:50.000
246936,4,Proposal/Quote Preparation,2024-11-29 21:13:50.000
247142,1,Lead Generation,2024-03-12 03:20:49.000
247142,5,Negotiation,2024-04-09 03:20:49.000
247142,6,Closing,2024-04-30 03:20:49.000
247142,8,Follow-up/Customer Success,2024-05-13 03:20:49.000
247207,1,Lead Generation,2024-06-13 00:46:05.000
247207,2,Qualified lead,2024-06-14 00:46:05.000
247207,3,Needs Assessment,2024-06-23 00:46:05.000
247207,5,Negotiation,2024-07-19 00:46:05.000
247207,6,Closing,2024-07-25 00:46:05.000
247207,7,Implementation/Onboarding,2024-08-06 00:46:05.000
248042,1,Lead Generation,2024-07-25 05:15:41.000
248042,2,Qualified lead,2024-08-16 05:15:41.000
248042,3,Needs Assessment,2024-08-29 05:15:41.000
248042,6,Closing,2024-09-08 05:15:41.000
248042,7,Implementation/Onboarding,2024-09-11 05:15:41.000
248112,1,Lead Generation,2024-06-30 14:49:45.000
248112,3,Needs Assessment,2024-07-04 14:49:45.000
248112,7,Implementation/Onboarding,2024-07-27 14:49:45.000
248354,1,Lead Generation,2024-05-19 01:37:17.000
248354,2,Qualified lead,2024-05-30 01:37:17.000
248354,4,Proposal/Quote Preparation,2024-06-04 01:37:17.000
249107,1,Lead Generation,2024-08-02 16:06:15.000
249107,2,Qualified lead,2024-08-19 16:06:15.000
249107,3,Needs Assessment,2024-08-25 16:06:15.000
249107,7,Implementation/Onboarding,2024-09-03 16:06:15.000
249711,1,Lead Generation,2024-06-12 10:25:54.000
249711,2,Qualified lead,2024-07-09 10:25:54.000
249711,3,Needs Assessment,2024-08-01 10:25:54.000
249711,5,Negotiation,2024-08-05 10:25:54.000
249711,6,Closing,2024-08-27 10:25:54.000
249970,1,Lead Generation,2024-07-10 21:11:47.000
249970,2,Qualified lead,2024-08-03 21:11:47.000
249970,3,Needs Assessment,2024-08-16 21:11:47.000
249970,7,Implementation/Onboarding,2024-09-05 21:11:47.000
250234,1,Lead Generation,2024-09-22 18:50:37.000
250234,2,Qualified lead,2024-10-03 18:50:37.000
250234,3,Needs Assessment,2024-10-04 18:50:37.000
250234,5,Negotiation,2024-10-25 18:50:37.000
250863,1,Lead Generation,2024-06-14 22:44:37.000
250863,3,Needs Assessment,2024-07-05 22:44:37.000
250863,4,Proposal/Quote Preparation,2024-07-13 22:44:37.000
250863,6,Closing,2024-07-17 22:44:37.000
250863,7,Implementation/Onboarding,2024-07-27 22:44:37.000
250917,1,Lead Generation,2024-09-02 05:41:40.000
250917,2,Qualified lead,2024-09-15 05:41:40.000
250917,3,Needs Assessment,2024-10-07 05:41:40.000
250917,5,Negotiation,2024-10-09 05:41:40.000
251523,1,Lead Generation,2024-06-18 23:21:26.000
251523,2,Qualified lead,2024-06-29 23:21:26.000
251523,4,Proposal/Quote Preparation,2024-07-22 23:21:26.000
251523,5,Negotiation,2024-08-14 23:21:26.000
251669,1,Lead Generation,2024-03-16 09:44:46.000
251669,2,Qualified lead,2024-04-11 09:44:46.000
251669,4,Proposal/Quote Preparation,2024-05-07 09:44:46.000
251669,6,Closing,2024-06-02 09:44:46.000
251669,8,Follow-up/Customer Success,2024-06-10 09:44:46.000
251669,9,Renewal/Expansion,2024-07-05 09:44:46.000
252058,1,Lead Generation,2024-06-27 08:07:53.000
252058,2,Qualified lead,2024-07-19 08:07:53.000
252058,3,Needs Assessment,2024-07-31 08:07:53.000
252058,5,Negotiation,2024-08-22 08:07:53.000
252058,6,Closing,2024-09-08 08:07:53.000
252817,1,Lead Generation,2024-05-12 02:00:54.000
252817,4,Proposal/Quote Preparation,2024-06-04 02:00:54.000
252817,5,Negotiation,2024-06-22 02:00:54.000
253134,1,Lead Generation,2024-07-24 01:56:50.000
253134,2,Qualified lead,2024-08-08 01:56:50.000
253134,3,Needs Assessment,2024-08-31 01:56:50.000
253134,4,Proposal/Quote Preparation,2024-09-30 01:56:50.000
253134,7,Implementation/Onboarding,2024-10-15 01:56:50.000
254225,1,Lead Generation,2024-07-30 04:05:27.000
254225,2,Qualified lead,2024-08-27 04:05:27.000
254225,3,Needs Assessment,2024-09-04 04:05:27.000
254225,4,Proposal/Quote Preparation,2024-09-16 04:05:27.000
254225,7,Implementation/Onboarding,2024-10-13 04:05:27.000
254236,1,Lead Generation,2024-05-16 10:08:27.000
254236,2,Qualified lead,2024-06-05 10:08:27.000
254236,3,Needs Assessment,2024-07-02 10:08:27.000
254236,5,Negotiation,2024-07-05 10:08:27.000
254236,7,Implementation/Onboarding,2024-07-16 10:08:27.000
254319,1,Lead Generation,2024-06-11 10:10:20.000
254319,2,Qualified lead,2024-06-24 10:10:20.000
254319,3,Needs Assessment,2024-07-06 10:10:20.000
254319,5,Negotiation,2024-07-13 10:10:20.000
254639,1,Lead Generation,2024-04-07 21:21:00.000
254639,3,Needs Assessment,2024-04-27 21:21:00.000
254639,4,Proposal/Quote Preparation,2024-05-01 21:21:00.000
254639,8,Follow-up/Customer Success,2024-05-16 21:21:00.000
254746,1,Lead Generation,2024-06-26 07:36:35.000
254746,3,Needs Assessment,2024-07-07 07:36:35.000
254746,6,Closing,2024-07-22 07:36:35.000
254746,7,Implementation/Onboarding,2024-08-03 07:36:35.000
254746,8,Follow-up/Customer Success,2024-08-29 07:36:35.000
254893,1,Lead Generation,2024-11-09 03:03:37.000
254893,2,Qualified lead,2024-11-26 03:03:37.000
255158,1,Lead Generation,2024-06-01 00:57:52.000
255158,2,Qualified lead,2024-06-04 00:57:52.000
255158,3,Needs Assessment,2024-06-11 00:57:52.000
255158,4,Proposal/Quote Preparation,2024-06-28 00:57:52.000
255185,1,Lead Generation,2024-09-06 19:32:12.000
255185,2,Qualified lead,2024-09-21 19:32:12.000
255185,3,Needs Assessment,2024-10-12 19:32:12.000
255185,8,Follow-up/Customer Success,2024-10-24 19:32:12.000
256188,1,Lead Generation,2024-05-13 12:11:46.000
256188,2,Qualified lead,2024-05-21 12:11:46.000
256188,3,Needs Assessment,2024-06-16 12:11:46.000
256381,1,Lead Generation,2024-08-26 19:56:05.000
256381,2,Qualified lead,2024-09-15 19:56:05.000
256381,3,Needs Assessment,2024-09-16 19:56:05.000
256381,5,Negotiation,2024-10-03 19:56:05.000
256381,6,Closing,2024-10-07 19:56:05.000
256903,1,Lead Generation,2024-07-08 05:02:43.000
256903,2,Qualified lead,2024-07-12 05:02:43.000
256903,3,Needs Assessment,2024-08-06 05:02:43.000
256903,6,Closing,2024-08-10 05:02:43.000
257201,1,Lead Generation,2024-03-29 02:04:50.000
257201,2,Qualified lead,2024-04-19 02:04:50.000
257201,3,Needs Assessment,2024-05-14 02:04:50.000
258336,1,Lead Generation,2024-07-04 00:10:22.000
258336,3,Needs Assessment,2024-07-15 00:10:22.000
258336,4,Proposal/Quote Preparation,2024-08-02 00:10:22.000
258336,9,Renewal/Expansion,2024-08-12 00:10:22.000
258412,1,Lead Generation,2024-08-02 20:01:30.000
258412,2,Qualified lead,2024-08-22 20:01:30.000
258412,3,Needs Assessment,2024-09-14 20:01:30.000
258412,5,Negotiation,2024-09-29 20:01:30.000
258412,6,Closing,2024-10-24 20:01:30.000
258412,7,Implementation/Onboarding,2024-11-08 20:01:30.000
258792,1,Lead Generation,2024-10-01 13:23:23.000
258792,3,Needs Assessment,2024-10-07 13:23:23.000
258998,1,Lead Generation,2024-02-12 23:42:51.000
258998,2,Qualified lead,2024-03-13 23:42:51.000
258998,5,Negotiation,2024-04-09 23:42:51.000
258998,6,Closing,2024-04-13 23:42:51.000
260050,1,Lead Generation,2024-04-28 16:25:33.000
260235,1,Lead Generation,2024-05-26 04:25:59.000
260235,2,Qualified lead,2024-06-25 04:25:59.000
260235,4,Proposal/Quote Preparation,2024-07-16 04:25:59.000
260235,6,Closing,2024-08-08 04:25:59.000
260452,1,Lead Generation,2024-06-17 08:40:41.000
260452,5,Negotiation,2024-07-08 08:40:41.000
261128,1,Lead Generation,2024-07-17 14:07:53.000
261128,2,Qualified lead,2024-08-05 14:07:53.000
261128,6,Closing,2024-08-28 14:07:53.000
261679,1,Lead Generation,2024-08-01 17:00:20.000
261679,2,Qualified lead,2024-08-18 17:00:20.000
261679,3,Needs Assessment,2024-08-21 17:00:20.000
261679,4,Proposal/Quote Preparation,2024-08-27 17:00:20.000
261682,1,Lead Generation,2024-09-16 23:39:06.000
261682,2,Qualified lead,2024-09-18 23:39:06.000
261682,3,Needs Assessment,2024-10-17 23:39:06.000
261682,4,Proposal/Quote Preparation,2024-11-05 23:39:06.000
261682,7,Implementation/Onboarding,2024-11-16 23:39:06.000
261775,1,Lead Generation,2024-08-02 06:31:08.000
261775,2,Qualified lead,2024-08-16 06:31:08.000
261775,7,Implementation/Onboarding,2024-08-30 06:31:08.000
261927,1,Lead Generation,2024-09-10 16:58:11.000
261927,2,Qualified lead,2024-09-17 16:58:11.000
261927,3,Needs Assessment,2024-10-02 16:58:11.000
261927,4,Proposal/Quote Preparation,2024-10-16 16:58:11.000
261927,7,Implementation/Onboarding,2024-10-27 16:58:11.000
263113,1,Lead Generation,2024-04-12 03:21:03.000
263113,2,Qualified lead,2024-04-30 03:21:03.000
263113,3,Needs Assessment,2024-05-22 03:21:03.000
263113,4,Proposal/Quote Preparation,2024-06-18 03:21:03.000
263113,6,Closing,2024-06-29 03:21:03.000
263348,1,Lead Generation,2024-05-30 13:09:07.000
263348,3,Needs Assessment,2024-06-25 13:09:07.000
263348,5,Negotiation,2024-07-18 13:09:07.000
263348,6,Closing,2024-08-13 13:09:07.000
264100,1,Lead Generation,2024-06-22 11:45:24.000
264100,3,Needs Assessment,2024-07-09 11:45:24.000
264100,8,Follow-up/Customer Success,2024-07-16 11:45:24.000
264100,9,Renewal/Expansion,2024-07-26 11:45:24.000
264334,1,Lead Generation,2024-06-04 07:33:25.000
264334,2,Qualified lead,2024-06-30 07:33:25.000
264334,3,Needs Assessment,2024-07-18 07:33:25.000
264334,4,Proposal/Quote Preparation,2024-08-05 07:33:25.000
264346,1,Lead Generation,2024-02-10 02:06:04.000
264346,2,Qualified lead,2024-03-06 02:06:04.000
264346,3,Needs Assessment,2024-03-29 02:06:04.000
264346,4,Proposal/Quote Preparation,2024-04-28 02:06:04.000
264346,6,Closing,2024-05-03 02:06:04.000
264614,1,Lead Generation,2024-05-13 16:00:49.000
264614,2,Qualified lead,2024-06-05 16:00:49.000
264614,3,Needs Assessment,2024-07-04 16:00:49.000
264614,4,Proposal/Quote Preparation,2024-07-31 16:00:49.000
264614,5,Negotiation,2024-08-19 16:00:49.000
264879,1,Lead Generation,2024-04-13 13:32:50.000
264879,2,Qualified lead,2024-05-06 13:32:50.000
264879,3,Needs Assessment,2024-05-24 13:32:50.000
264879,4,Proposal/Quote Preparation,2024-06-03 13:32:50.000
264879,7,Implementation/Onboarding,2024-06-19 13:32:50.000
264879,9,Renewal/Expansion,2024-07-17 13:32:50.000
265109,1,Lead Generation,2024-08-19 04:24:22.000
265109,2,Qualified lead,2024-09-13 04:24:22.000
265109,4,Proposal/Quote Preparation,2024-09-18 04:24:22.000
265109,5,Negotiation,2024-10-02 04:24:22.000
265877,1,Lead Generation,2024-04-02 23:02:15.000
265877,2,Qualified lead,2024-04-10 23:02:15.000
265877,3,Needs Assessment,2024-05-07 23:02:15.000
265877,9,Renewal/Expansion,2024-05-14 23:02:15.000
265944,1,Lead Generation,2024-06-21 20:51:33.000
265944,3,Needs Assessment,2024-06-24 20:51:33.000
266893,1,Lead Generation,2024-05-10 14:23:53.000
266893,2,Qualified lead,2024-06-04 14:23:53.000
266893,3,Needs Assessment,2024-06-19 14:23:53.000
266893,4,Proposal/Quote Preparation,2024-07-17 14:23:53.000
266893,5,Negotiation,2024-08-14 14:23:53.000
266893,8,Follow-up/Customer Success,2024-09-02 14:23:53.000
268379,1,Lead Generation,2024-03-16 19:28:10.000
268379,2,Qualified lead,2024-03-27 19:28:10.000
268379,3,Needs Assessment,2024-03-31 19:28:10.000
268379,6,Closing,2024-04-12 19:28:10.000
269298,1,Lead Generation,2024-07-22 11:42:08.000
269298,2,Qualified lead,2024-08-20 11:42:08.000
269298,3,Needs Assessment,2024-09-09 11:42:08.000
269298,4,Proposal/Quote Preparation,2024-09-28 11:42:08.000
269298,5,Negotiation,2024-10-03 11:42:08.000
269405,1,Lead Generation,2024-09-03 00:13:14.000
269405,2,Qualified lead,2024-09-14 00:13:14.000
269405,6,Closing,2024-09-17 00:13:14.000
269491,1,Lead Generation,2024-08-25 05:57:13.000
269491,2,Qualified lead,2024-09-23 05:57:13.000
269491,5,Negotiation,2024-10-20 05:57:13.000
269491,6,Closing,2024-11-10 05:57:13.000
270127,1,Lead Generation,2024-03-30 00:46:57.000
270127,4,Proposal/Quote Preparation,2024-04-16 00:46:57.000
270127,5,Negotiation,2024-04-23 00:46:57.000
270127,7,Implementation/Onboarding,2024-05-20 00:46:57.000
270622,1,Lead Generation,2024-07-24 10:11:33.000
270622,2,Qualified lead,2024-08-18 10:11:33.000
270622,4,Proposal/Quote Preparation,2024-08-31 10:11:33.000
270940,1,Lead Generation,2024-05-23 20:33:03.000
270940,2,Qualified lead,2024-06-09 20:33:03.000
270940,3,Needs Assessment,2024-06-22 20:33:03.000
270940,4,Proposal/Quote Preparation,2024-06-26 20:33:03.000
270940,7,Implementation/Onboarding,2024-07-25 20:33:03.000
271032,1,Lead Generation,2024-07-09 03:21:51.000
271032,2,Qualified lead,2024-07-24 03:21:51.000
271032,3,Needs Assessment,2024-08-23 03:21:51.000
271032,4,Proposal/Quote Preparation,2024-09-13 03:21:51.000
271032,7,Implementation/Onboarding,2024-10-11 03:21:51.000
271062,1,Lead Generation,2024-08-29 05:10:52.000
271062,2,Qualified lead,2024-09-28 05:10:52.000
271062,3,Needs Assessment,2024-10-25 05:10:52.000
271062,4,Proposal/Quote Preparation,2024-11-11 05:10:52.000
271062,6,Closing,2024-11-20 05:10:52.000
271062,8,Follow-up/Customer Success,2024-12-18 05:10:52.000
271125,1,Lead Generation,2024-07-02 11:30:49.000
271125,2,Qualified lead,2024-07-03 11:30:49.000
271125,3,Needs Assessment,2024-07-21 11:30:49.000
271125,4,Proposal/Quote Preparation,2024-08-04 11:30:49.000
271125,8,Follow-up/Customer Success,2024-08-22 11:30:49.000
271246,1,Lead Generation,2024-04-26 15:40:12.000
271246,2,Qualified lead,2024-05-23 15:40:12.000
271246,3,Needs Assessment,2024-06-01 15:40:12.000
271246,4,Proposal/Quote Preparation,2024-06-06 15:40:12.000
271246,5,Negotiation,2024-06-26 15:40:12.000
271246,6,Closing,2024-07-23 15:40:12.000
271469,1,Lead Generation,2024-03-09 03:48:32.000
271469,3,Needs Assessment,2024-03-16 03:48:32.000
271469,4,Proposal/Quote Preparation,2024-04-12 03:48:32.000
271469,5,Negotiation,2024-04-23 03:48:32.000
271469,8,Follow-up/Customer Success,2024-05-15 03:48:32.000
271507,1,Lead Generation,2024-02-29 12:26:20.000
271507,6,Closing,2024-03-14 12:26:20.000
271507,7,Implementation/Onboarding,2024-04-09 12:26:20.000
271507,8,Follow-up/Customer Success,2024-04-18 12:26:20.000
272163,1,Lead Generation,2024-03-01 12:28:49.000
272163,3,Needs Assessment,2024-03-27 12:28:49.000
272163,4,Proposal/Quote Preparation,2024-04-15 12:28:49.000
272163,7,Implementation/Onboarding,2024-05-04 12:28:49.000
272163,8,Follow-up/Customer Success,2024-05-09 12:28:49.000
272229,1,Lead Generation,2024-05-05 05:15:21.000
272229,2,Qualified lead,2024-05-13 05:15:21.000
272229,3,Needs Assessment,2024-05-26 05:15:21.000
272229,4,Proposal/Quote Preparation,2024-06-20 05:15:21.000
272229,5,Negotiation,2024-07-01 05:15:21.000
272229,7,Implementation/Onboarding,2024-07-14 05:15:21.000
272421,1,Lead Generation,2024-10-17 17:45:18.000
272421,2,Qualified lead,2024-10-18 17:45:18.000
272421,4,Proposal/Quote Preparation,2024-11-04 17:45:18.000
272421,6,Closing,2024-12-01 17:45:18.000
272421,8,Follow-up/Customer Success,2024-12-10 17:45:18.000
273246,1,Lead Generation,2024-05-07 16:33:13.000
273246,3,Needs Assessment,2024-05-13 16:33:13.000
273246,4,Proposal/Quote Preparation,2024-05-15 16:33:13.000
273246,6,Closing,2024-06-03 16:33:13.000
273246,7,Implementation/Onboarding,2024-06-05 16:33:13.000
273355,1,Lead Generation,2024-09-30 22:07:48.000
273355,2,Qualified lead,2024-10-11 22:07:48.000
273355,5,Negotiation,2024-11-03 22:07:48.000
273355,6,Closing,2024-11-05 22:07:48.000
273512,1,Lead Generation,2024-03-17 23:40:48.000
273512,3,Needs Assessment,2024-04-12 23:40:48.000
273512,4,Proposal/Quote Preparation,2024-04-17 23:40:48.000
273512,5,Negotiation,2024-04-28 23:40:48.000
273752,1,Lead Generation,2024-03-04 04:38:37.000
273752,3,Needs Assessment,2024-03-26 04:38:37.000
273752,9,Renewal/Expansion,2024-04-01 04:38:37.000
274146,1,Lead Generation,2024-06-19 15:14:39.000
274146,2,Qualified lead,2024-06-23 15:14:39.000
274146,3,Needs Assessment,2024-07-19 15:14:39.000
274146,4,Proposal/Quote Preparation,2024-08-15 15:14:39.000
274146,5,Negotiation,2024-08-31 15:14:39.000
274146,9,Renewal/Expansion,2024-09-05 15:14:39.000
274620,1,Lead Generation,2024-09-08 15:28:50.000
274620,4,Proposal/Quote Preparation,2024-10-04 15:28:50.000
274620,6,Closing,2024-10-05 15:28:50.000
274620,7,Implementation/Onboarding,2024-11-04 15:28:50.000
275241,1,Lead Generation,2024-06-09 15:29:27.000
275241,2,Qualified lead,2024-07-08 15:29:27.000
275241,3,Needs Assessment,2024-07-30 15:29:27.000
275551,1,Lead Generation,2024-09-09 01:44:27.000
275551,3,Needs Assessment,2024-09-26 01:44:27.000
275551,4,Proposal/Quote Preparation,2024-09-28 01:44:27.000
275551,5,Negotiation,2024-10-28 01:44:27.000
275551,6,Closing,2024-11-22 01:44:27.000
275551,8,Follow-up/Customer Success,2024-12-17 01:44:27.000
275925,1,Lead Generation,2024-07-08 00:36:33.000
275925,2,Qualified lead,2024-08-02 00:36:33.000
275925,3,Needs Assessment,2024-08-17 00:36:33.000
275925,4,Proposal/Quote Preparation,2024-09-15 00:36:33.000
276244,1,Lead Generation,2024-07-24 08:54:05.000
276244,3,Needs Assessment,2024-07-25 08:54:05.000
276244,4,Proposal/Quote Preparation,2024-07-30 08:54:05.000
276427,1,Lead Generation,2024-04-29 11:26:30.000
276427,2,Qualified lead,2024-05-26 11:26:30.000
276427,4,Proposal/Quote Preparation,2024-06-04 11:26:30.000
276427,6,Closing,2024-06-28 11:26:30.000
276427,7,Implementation/Onboarding,2024-07-26 11:26:30.000
276427,8,Follow-up/Customer Success,2024-08-18 11:26:30.000
276484,1,Lead Generation,2024-08-08 19:52:39.000
276484,3,Needs Assessment,2024-08-24 19:52:39.000
276484,4,Proposal/Quote Preparation,2024-09-10 19:52:39.000
276484,6,Closing,2024-10-07 19:52:39.000
276484,7,Implementation/Onboarding,2024-10-11 19:52:39.000
277305,1,Lead Generation,2024-03-11 10:12:34.000
277305,2,Qualified lead,2024-03-18 10:12:34.000
277305,3,Needs Assessment,2024-03-23 10:12:34.000
277305,4,Proposal/Quote Preparation,2024-04-18 10:12:34.000
277305,8,Follow-up/Customer Success,2024-04-26 10:12:34.000
277305,9,Renewal/Expansion,2024-05-12 10:12:34.000
277352,1,Lead Generation,2024-02-27 06:59:28.000
277352,2,Qualified lead,2024-03-01 06:59:28.000
277352,5,Negotiation,2024-03-29 06:59:28.000
277352,6,Closing,2024-04-18 06:59:28.000
278072,1,Lead Generation,2024-09-20 21:58:19.000
278072,2,Qualified lead,2024-09-30 21:58:19.000
278072,3,Needs Assessment,2024-10-18 21:58:19.000
